All	2.000	2.080
right	2.080	2.240
viewers	2.240	2.800
welcome	3.120	3.440
everyone	3.440	3.920
into	4.000	4.160
this	4.160	4.320
crash	4.320	4.640
course	4.640	5.040
about	5.120	5.440
our	5.440	5.520
new	5.600	5.920
50minute	5.920	6.560
timeframe	6.560	6.960
entry	6.960	7.200
models	7.200	7.600
and	7.680	7.840
strategy	7.840	8.400
If	8.880	9.040
you	9.040	9.120
are	9.120	9.200
here	9.200	9.600
it	9.760	9.920
means	9.920	10.240
you	10.240	10.320
have	10.320	10.480
already	10.480	10.880
completed	10.880	11.360
the	11.360	11.440
fourhour	11.440	11.840
swing	11.840	12.160
trading	12.160	12.560
strategy	12.560	13.040
so	13.360	13.520
congratulations	13.520	14.320
on	14.320	14.400
reaching	14.400	14.800
this	14.800	14.960
next	14.960	15.280
stage	15.280	15.520
in	15.680	15.760
your	15.760	15.920
trading	15.920	16.320
journey	16.320	16.640
Now	17.280	17.600
let	18.000	18.160
me	18.160	18.240
be	18.240	18.400
clear	18.400	18.640
upfront	18.640	19.120
if	19.440	19.520
you	19.520	19.600
haven't	19.600	20.000
fully	20.000	20.560
learned	20.720	21.040
and	21.040	21.120
understood	21.120	21.600
the	21.600	21.680
fourhour	21.680	22.080
strategy	22.160	22.720
this	23.120	23.280
50minute	23.280	23.760
course	23.760	24.160
won't	24.400	24.640
make	24.640	24.800
so	24.800	25.200
much	25.200	25.360
sense	25.360	25.760
to	25.760	25.760
you	25.760	25.920
The	26.240	26.320
50minute	26.320	26.960
entries	26.960	27.200
are	27.280	27.440
built	27.440	27.840
on	27.840	28.160
top	28.400	28.640
of	28.640	28.720
what	28.800	29.040
we	29.040	29.200
already	29.200	29.520
know	29.520	29.920
from	30.080	30.240
the	30.240	30.320
higher	30.320	30.640
timeframe	30.640	31.040
strategy	31.040	31.520
so	31.840	32.000
if	32.000	32.160
you	32.160	32.240
skip	32.240	32.560
ahead	32.560	32.960
I	33.040	33.200
strongly	33.200	33.840
recommend	33.840	34.320
you	34.320	34.400
going	34.400	34.800
back	34.800	34.960
first	35.040	35.360
before	35.520	35.760
diving	35.760	36.320
in	36.320	36.400
here	36.400	36.880
on	37.120	37.280
the	37.280	37.360
50minute	37.360	37.920
timeframe	37.920	38.480
All	39.360	39.520
right	39.520	39.680
so	40.320	40.480
what's	40.480	40.560
the	40.560	40.640
difference	40.640	41.120
about	41.120	41.360
this	41.360	41.520
course	41.520	41.920
Well	42.480	42.800
first	43.280	43.520
off	43.520	43.680
we	44.000	44.080
are	44.080	44.160
keeping	44.160	44.560
things	44.560	44.880
simple	44.880	45.440
short	45.760	46.080
videos	46.080	46.480
straight	46.640	47.040
to	47.040	47.040
the	47.040	47.120
point	47.120	47.440
and	47.680	47.840
focused	47.840	48.320
purely	48.400	49.040
on	49.200	49.280
execution	49.280	50.000
But	50.480	50.640
most	50.640	50.880
importantly	50.880	51.520
you'll	51.840	52.000
notice	52.000	52.480
that	52.480	52.640
we	52.640	52.800
will	52.800	52.960
be	52.960	53.120
abandoning	53.120	53.920
a	54.080	54.160
few	54.160	54.400
concepts	54.400	54.960
from	54.960	55.040
the	55.040	55.120
fourhour	55.120	55.600
course	55.600	55.920
by	55.920	56.160
introducing	56.160	57.120
some	57.120	57.360
new	57.360	57.600
elements	57.600	58.080
into	58.080	58.400
our	58.400	58.480
playbook	58.480	58.960
For	59.520	59.680
example	59.680	60.160
one	60.640	60.800
major	60.800	61.120
shift	61.120	61.520
is	61.760	61.920
that	61.920	62.080
we'll	62.080	62.160
no	62.160	62.400
longer	62.400	62.720
be	62.720	62.960
using	62.960	63.520
the	63.520	63.680
order	63.680	64.000
book	64.000	64.160
entries	64.160	64.560
the	64.880	64.960
way	64.960	65.200
we	65.200	65.360
did	65.360	65.760
them	65.760	66.080
before	66.160	66.560
on	66.560	66.640
the	66.640	66.720
fourhour	66.720	67.120
strategy	67.120	67.600
But	68.000	68.160
don't	68.160	68.320
worry	68.320	68.640
we'll	68.960	69.120
cover	69.120	69.440
that	69.440	69.600
exactly	69.600	70.320
why	70.400	70.800
and	70.800	71.120
what	71.120	71.360
we	71.360	71.440
will	71.440	71.600
use	71.600	71.840
instead	71.840	72.320
So	73.120	73.440
who	74.160	74.240
is	74.240	74.400
this	74.400	74.560
entry	74.560	74.720
model	74.720	74.960
for	74.960	75.280
Who	75.520	75.600
is	75.600	75.760
this	75.760	75.920
strategy	75.920	76.480
for	76.480	76.800
Who	77.040	77.120
will	77.120	77.280
use	77.280	77.600
this	77.600	77.760
50minute	77.760	78.320
timeframe	78.320	78.720
strategy	78.720	79.200
This	79.760	79.920
is	79.920	80.000
for	80.000	80.160
those	80.160	80.400
traders	80.400	80.960
who	81.200	81.280
have	81.280	81.440
some	81.440	81.600
extra	81.680	82.000
time	82.000	82.400
to	82.560	82.560
monitor	82.560	82.960
the	82.960	83.040
markets	83.040	83.600
and	84.000	84.160
want	84.160	84.400
to	84.400	84.480
scale	84.480	84.880
in	84.880	85.120
into	85.200	85.520
opportunities	85.520	86.480
to	86.640	86.720
trades	86.720	87.200
on	87.280	87.440
the	87.440	87.520
lower	87.520	87.920
timeframe	87.920	88.480
while	88.720	88.800
still	88.880	89.360
leveraging	89.360	90.000
