我	0.160	0.160
现	0.160	0.320
在	0.320	0.400
在	0.400	0.480
天	0.480	0.640
海	0.640	0.800
酒	0.800	0.880
吧	0.880	1.120
限	1.440	1.520
你	1.520	1.680
十	1.680	1.840
分	1.840	1.920
钟	1.920	2.080
内	2.080	2.240
到	2.240	2.400
我	2.400	2.400
面	2.400	2.560
前	2.560	2.720
十	2.880	3.200
分	3.440	3.600
钟	3.600	3.600
二	3.680	3.760
十	3.760	3.920
公	3.920	4.000
里	4.000	4.160
呢	4.160	4.240
自	4.800	4.880
己	4.880	5.040
想	5.040	5.120
办	5.200	5.360
法	5.360	5.360
怎	7.200	7.280
么	7.280	7.360
说	7.360	7.520
啊	7.520	7.520
舒	7.520	7.680
心	8.000	8.160
就	8.160	8.240
是	8.240	8.320
怎	8.480	8.640
么	8.640	8.640
样	8.640	8.720
啊	8.720	8.800
舒	8.800	8.880
心	8.880	8.960
别	9.280	9.360
卖	9.360	9.440
关	9.440	9.520
子	9.520	9.600
他	10.000	10.160
说	10.160	10.240
好	10.240	10.560
真	11.600	11.840
的	11.840	11.840
呀	11.840	12.000
再	12.240	12.320
见	12.320	12.480
这	12.720	12.800
要	12.880	12.960
是	12.960	13.040
十	13.040	13.120
分	13.120	13.280
钟	13.280	13.360
之	13.360	13.440
内	13.440	13.520
他	13.520	13.600
到	13.600	13.840
了	13.840	14.080
这	14.080	14.160
顿	14.160	14.240
酒	14.240	14.560
我	15.040	15.200
们	15.200	15.200
俩	15.200	15.280
可	15.280	15.360
都	15.360	15.360
请	15.440	15.600
了	15.600	15.680
嗯	15.840	16.080
要	16.160	16.240
是	16.240	16.320
没	16.320	16.480
到	16.480	16.800
你	17.600	17.680
请	17.680	17.840
那	18.320	18.400
我	18.400	18.480
肯	18.480	18.560
定	18.560	18.720
是	18.720	18.800
赢	18.800	18.960
定	18.960	19.040
了	19.040	19.200
舒	19.440	19.600
心	19.600	19.840
他	19.840	19.920
毕	20.240	20.320
竟	20.320	20.480
是	20.480	20.640
你	20.640	20.640
丈	20.640	20.880
夫	20.880	21.120
这	21.520	21.600
样	21.600	21.680
做	21.680	21.760
会	22.160	22.240
不	22.240	22.320
会	22.320	22.400
不	22.400	22.480
太	22.480	22.560
好	22.560	22.880
有	23.760	23.840
什	23.840	23.920
么	23.920	24.000
不	24.000	24.160
好	24.160	24.320
自	24.640	24.720
从	24.720	24.800
爷	24.800	24.880
爷	24.960	24.960
死	24.960	25.120
后	25.120	25.360
这	25.440	25.520
三	25.520	25.680
年	25.680	25.840
来	25.840	26.000
无	26.240	26.320
论	26.320	26.400
我	26.400	26.480
提	26.480	26.640
出	26.640	26.720
什	26.720	26.880
么	26.880	27.040
他	27.200	27.280
都	27.280	27.360
不	27.360	27.440
肯	27.440	27.520
跟	27.600	27.680
我	27.680	27.680
离	27.760	27.840
婚	28.400	28.480
既	28.560	28.720
然	28.720	28.800
他	28.800	28.880
死	28.880	29.040
缠	29.040	29.200
烂	29.200	29.360
打	29.920	30.080
那	30.080	30.080
我	30.080	30.080
